Latitude,Longitude,Altitude,Time,Segment
-34.56997643,-58.49012824,53.70000076293945,2021-06-12T11:34:00Z,
-34.5699607,-58.49014534,53.5,2021-06-12T11:34:02Z,
-34.5699715,-58.49014794,53.5,2021-06-12T11:34:06Z,
-34.56995402,-58.49013348,54.29999923706055,2021-06-12T11:34:10Z,
-34.56986244,-58.4901898,55.29999923706055,2021-06-12T11:34:12Z,
-34.56980599,-58.49024114,53.20000076293945,2021-06-12T11:34:14Z,
-34.56966097,-58.49037115,52.70000076293945,2021-06-12T11:34:18Z,
-34.56959366,-58.49043564,53.29999923706055,2021-06-12T11:34:20Z,
-34.56952183,-58.49048489,54.79999923706055,2021-06-12T11:34:22Z,
-34.56946034,-58.4905331,55.400001525878906,2021-06-12T11:34:24Z,
-34.56938729,-58.49059003,55.5,2021-06-12T11:34:26Z,
-34.56934869,-58.49062676,54.20000076293945,2021-06-12T11:34:28Z,
-34.56929445,-58.49067994,53.599998474121094,2021-06-12T11:34:30Z,
-34.56922681,-58.49072867,53.29999923706055,2021-06-12T11:34:32Z,
-34.56917751,-58.49077266,53.599998474121094,2021-06-12T11:34:34Z,
-34.56913126,-58.49079382,52.900001525878906,2021-06-12T11:34:36Z,
-34.56909451,-58.49080672,52.099998474121094,2021-06-12T11:34:38Z,
-34.56908958,-58.49082928,52.70000076293945,2021-06-12T11:34:40Z,
-34.56909116,-58.49081679,52.70000076293945,2021-06-12T11:34:44Z,
-34.56909115,-58.49082797,52.900001525878906,2021-06-12T11:34:50Z,
-34.56903677,-58.49086859,51.70000076293945,2021-06-12T11:35:04Z,
-34.56898195,-58.49092133,50.79999923706055,2021-06-12T11:35:06Z,
-34.56886564,-58.49098108,49.599998474121094,2021-06-12T11:35:08Z,
-34.56879379,-58.4910461,50.5,2021-06-12T11:35:10Z,
-34.56870394,-58.49111431,50.0,2021-06-12T11:35:12Z,
-34.56861374,-58.4911763,50.20000076293945,2021-06-12T11:35:14Z,
-34.56851249,-58.4912671,50.900001525878906,2021-06-12T11:35:16Z,
-34.56841537,-58.49136467,50.29999923706055,2021-06-12T11:35:18Z,
-34.56831326,-58.49145233,50.29999923706055,2021-06-12T11:35:20Z,
-34.56820217,-58.49152892,49.79999923706055,2021-06-12T11:35:22Z,
-34.56806498,-58.4916108,49.29999923706055,2021-06-12T11:35:24Z,
-34.56799753,-58.49166143,50.099998474121094,2021-06-12T11:35:26Z,
-34.56796853,-58.49168181,49.29999923706055,2021-06-12T11:35:28Z,
-34.56792625,-58.49170517,51.599998474121094,2021-06-12T11:35:30Z,
-34.56791457,-58.49171287,51.70000076293945,2021-06-12T11:35:32Z,
-34.5678734,-58.49174412,52.5,2021-06-12T11:35:34Z,
-34.56782433,-58.49178306,49.70000076293945,2021-06-12T11:35:36Z,
-34.56777919,-58.49180546,48.0,2021-06-12T11:35:38Z,
-34.56772211,-58.49180412,47.79999923706055,2021-06-12T11:35:40Z,
-34.5676609,-58.49175874,48.20000076293945,2021-06-12T11:35:42Z,
-34.56760148,-58.49172057,49.0,2021-06-12T11:35:44Z,
-34.56754104,-58.49163496,48.70000076293945,2021-06-12T11:35:46Z,
-34.56746884,-58.4915247,47.5,2021-06-12T11:35:48Z,
-34.56739928,-58.4913955,47.599998474121094,2021-06-12T11:35:50Z,
-34.5673166,-58.49127101,47.0,2021-06-12T11:35:52Z,
-34.56725071,-58.49115479,45.5,2021-06-12T11:35:54Z,
-34.56718315,-58.49103622,44.599998474121094,2021-06-12T11:35:56Z,
-34.5671043,-58.49094571,44.900001525878906,2021-06-12T11:35:58Z,
-34.56703172,-58.49080668,45.20000076293945,2021-06-12T11:36:00Z,
-34.56697216,-58.49066796,45.29999923706055,2021-06-12T11:36:02Z,
-34.56688463,-58.49052245,45.599998474121094,2021-06-12T11:36:04Z,
-34.56681862,-58.490415,45.599998474121094,2021-06-12T11:36:06Z,
-34.56675146,-58.49028593,45.20000076293945,2021-06-12T11:36:08Z,
-34.56665837,-58.49016142,44.5,2021-06-12T11:36:10Z,
-34.56656477,-58.48999778,39.599998474121094,2021-06-12T11:36:12Z,
